ID,parentID,insertDate,name,code,type,level,provinceID,city,zone,address,postalCode,phone,haveInternet,email,ownership,distanceFromParent,timeToParent,roadType,climate,populationNumber,childrenNumber,receivingVaccMode,transportMode,startWork,staffNumber,powerSource,remark,country,higherLevel,lowerLevel,year,updateNumber,completerStaffName,completerStaffPosition,completerStaffSign,facilityBarcode,equipBarcode,district,gps,other,changeDate,Coverage,functionstatus,byfile,HaveImmService,TypeImmService,NumImmperWeek,NumProfStaff,NumVaccStaff,NumDriverStaff,Coverage2,HaveGenerator,HaveCovid,countVacc1,countVacc2,otherservice,isDel,delreason,enterBy,code2,IsbuildingSuitable,buildingSuitableReason,selectedServices,NumIcepack,MaxSDI,FacMainPlan,NumIsOpen,workingHFrom,workingHTo,other1,other2,other3,other4,other5,other6,Coverage3,countVacc3,Coverage4,countVacc4
887,621,15/11/2022,Maternidade,TLS0300044,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,2022/11/24 05:01:41 ق.ظ,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
888,621,15/11/2022,Neonatologia,TLS0300045,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,2022/12/05 06:42:45 ق.ظ,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
889,621,15/11/2022,Pediatria,TLS0300046,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,2022/12/02 04:39:41 ق.ظ,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
890,621,15/11/2022,Fisioterapi,TLS0300047,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,2022/11/22 05:16:54 ق.ظ,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
891,680,08/12/2022,"Emergency ",TLS0500146,156,5,-1,,,Barique / Natarbora,,+670 78326244 / 76651753,1,cesaltinosoares8@gmail.com,140,NULL,,NULL,-1,4500,0,-1,-1,,15,215,,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Yes,,,NULL,Manatuto,,8,08/12/2022,NULL,131,NULL,NULL,NULL,NULL,15,0,1,NULL,0,NULL,0,0,1,0,-1,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
892,621,15/11/2022,Ophthalmologi,TLS0300048,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,2022/11/22 05:35:52 ق.ظ,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
893,674,15/11/2022,Mobile Clinic,TLS0400083,156,4,-1,,,Aubeon,,78326244,1,cesaltinosoares@gmail.com,140,NULL,,NULL,-1,3500,50,-1,-1,,0,215,Presija Apoio Pessoal Saude balun ba h Mobile Clinic,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Cesaltino Soares,,,NULL,Manatuto,,0,15/11/2022,NULL,132,NULL,NULL,NULL,NULL,0,0,0,NULL,0,NULL,0,0,1,1,231,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
894,621,15/11/2022,Laboratory,TLS0300049,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,NULL,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
895,621,15/11/2022,OPD,TLS0300050,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,NULL,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
896,621,15/11/2022,Radiologia,TLS0300051,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,NULL,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
897,621,22/11/2022,Radiologia,TLS0300052,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,NULL,"Orlando Marçal ",2,,,NULL,Baucau,,8,22/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,1,231,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
898,621,15/11/2022,Stomatology,TLS0300053,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,NULL,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
899,621,15/11/2022,THT,TLS0300054,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,NULL,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
900,621,15/11/2022,Ultrasound,TLS0300055,157,3,-1,,,Baucau,,78158579,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,15,215,,NULL,NULL,6,NULL,NULL,"Orlando Marçal ",2,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,10,0,5,NULL,0,NULL,0,0,1,0,0,630,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
901,692,15/11/2022,CS.INTERNAMENTU VIQQ,TLS0400084,156,4,-1,,,Viqueque Villa,,77178452,1,,140,NULL,,NULL,-1,4000,25,-1,-1,2010,50,215,,NULL,NULL,5,2010,11/15/2022 9:16:36 AM,Tito Gaspar Fatima,Tito Gaspar Fatima,,,NULL,Viqueque,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,50,0,5,NULL,0,NULL,0,0,1,0,0,701,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
902,692,15/11/2022,CS.MATERNIDADE LACLUTA,TLS0400085,156,4,-1,,,"Viqueque,Lacluta",,77178452,1,,140,NULL,,NULL,-1,4000,12,-1,-1,2012,4,215,,NULL,NULL,5,2012,NULL,Tito Gaspar Fatima,Tito Gaspar Fatima,,,NULL,Viqueque,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,4,0,1,NULL,0,NULL,0,0,1,0,0,701,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
903,692,15/11/2022,CS.MATERNIDADE UATOCARBAU,TLS0400086,156,4,-1,,,"Viqueque, Uatocarbau ",,77178452,1,,140,NULL,,NULL,-1,4000,12,-1,-1,2012,5,215,,NULL,NULL,5,2012,NULL,Tito Gaspar Fatima,Tito Gaspar Fatima,,,NULL,Viqueque,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,1,NULL,0,NULL,0,0,1,0,0,701,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
904,680,08/12/2022,Maternidade,TLS0500147,202,5,-1,,,Barique / Natarbora,,+670 78326244 / 76651753,1,cesaltinosoares8@gmail.com,140,NULL,,NULL,-1,2500,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Yes,,,NULL,Manatuto,,8,08/12/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,-1,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
905,671,15/11/2022,vatuboro 1,TLS0500148,156,5,-1,,,loes,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,3,215,,NULL,NULL,0,NULL,11/15/2022 3:42:49 PM,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,3,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
906,680,08/12/2022,"Laboratorio ",TLS0500149,156,5,-1,,,Barique / Natarbora,,+670 78326244 / 76651753,1,cesaltinosoares8@gmail.com,140,NULL,,NULL,-1,1500,0,-1,-1,,2,215,,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Yes,,,NULL,Manatuto,,8,08/12/2022,NULL,131,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,-1,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
907,624,15/11/2022,PS. Samalari,TLS0500150,156,5,-1,,,Samalari,,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,30,215,,NULL,NULL,0,NULL,NULL,Celestino da Costa Brito,Celes,,,NULL,Baucau,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,15,0,0,NULL,0,NULL,0,0,1,0,0,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
908,693,15/11/2022,POSTU SAUDE BEOBE,TLS0500151,156,5,-1,,,"PA.Viqq,suco Uma Ki'ik",,77178452,NULL,,140,NULL,,NULL,-1,2000,0,-1,-1,2010,5,215,Postu da saude iha Suco Beobe,NULL,NULL,5,2010,NULL,Tito Gaspar Fatima,Tito Gaspar Fatima,,,NULL,Viqueque,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,-1,701,NULL,-1,-1,,0,0.00,,NULL,08:00,17:30,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
909,671,15/11/2022,vatuboro 2,TLS0500152,156,5,-1,,,loes,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,11/15/2022 4:03:17 PM,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
910,671,15/11/2022,Guico,TLS0500153,156,5,-1,,,Guico,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
911,671,15/11/2022,Siamodo,TLS0500154,156,5,-1,,,Guico,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,3,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,3,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
912,624,15/11/2022,"Osso-Huna ",TLS0500155,156,5,-1,,,"Osso-Huna ",,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,15,215,,NULL,NULL,0,NULL,NULL,Celestino da Costa Brito,Celes,,,NULL,"Baucau ",,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
913,671,15/11/2022,Kaikasa,TLS0500156,156,5,-1,,,Kaikasa,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
914,679,08/12/2022,"Emergency ",TLS0500157,156,5,-1,,,Soibada,,+670 78326244 / 76651753,1,cesaltinosoares8@gmail.com,140,NULL,,NULL,-1,1500,0,-1,-1,,6,215,,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Yes,,,NULL,Manatuto,,8,08/12/2022,NULL,131,NULL,NULL,NULL,NULL,6,0,1,NULL,0,NULL,0,0,1,0,-1,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
915,671,15/11/2022,Lebutelu,TLS0500158,156,5,-1,,,Lebutelu,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
916,679,08/12/2022,Maternidade,TLS0500159,202,5,-1,,,Soibada,,+670 78326244 / 76651753,1,cesaltinosoares8@gmail.com,140,NULL,,NULL,-1,1500,0,-1,-1,,3,215,,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Yes,,,NULL,Manatuto,,8,08/12/2022,NULL,131,NULL,NULL,NULL,NULL,2,0,1,NULL,0,NULL,0,0,1,0,-1,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
917,671,15/11/2022,Vatunau,TLS0500160,156,5,-1,,,Vatunau,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
918,671,15/11/2022,Lisaico,TLS0500161,156,5,-1,,,Lisaico,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
919,704,15/11/2022,Armagem sames,TLS0400087,236,4,-1,,,Sames kampo-Alor,,Yes,1,,-1,NULL,,NULL,-1,4500,250,-1,-1,,96,215,,NULL,NULL,3,NULL,11/15/2022 5:01:00 AM,Januario da Silva,Januario da silva,,,NULL,Dili,,"24 ",15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,32,0,20,NULL,0,NULL,0,0,1,0,0,716,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
920,671,15/11/2022,Uluana,TLS0500162,156,5,-1,,,Uluana,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
921,624,15/11/2022,PS. Lavateri,TLS0500163,156,5,-1,,,Lavateri,,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,10,215,,NULL,NULL,0,NULL,11/21/2022 6:46:58 AM,Celestino da Costa Brito,Celes,,,NULL,"Baucau ",,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
922,672,15/11/2022,Darulete,TLS0500164,156,5,-1,,,Darulete,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,5,215,,NULL,NULL,0,NULL,11/15/2022 4:47:45 PM,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
923,672,15/11/2022,Ebenu,TLS0500165,156,5,-1,,,Ebenu,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
924,624,15/11/2022,PS. Larisula,TLS0500166,156,5,-1,,,"Larisula ",,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,10,215,,NULL,NULL,0,NULL,NULL,Celestino da Costa Brito,Celes,,,NULL,Baucau,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
925,607,15/11/2022,Emergency,TLS0300056,234,3,-1,,,Dili,,76770648,NULL,,-1,NULL,,NULL,-1,54000,100,-1,-1,,10,215,,NULL,NULL,1,NULL,11/16/2022 2:37:53 AM,Patricio De Jesus,Patricio De jesus,,,NULL,Dili,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,15,0,2,NULL,0,NULL,0,0,1,0,-1,616,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
926,672,15/11/2022,Leotela,TLS0500167,156,5,-1,,,Leotela,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
927,672,15/11/2022,Hatukesi,TLS0500168,156,5,-1,,,Hatukesi,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
928,626,15/11/2022,PS. Boleha,TLS0500169,156,5,-1,,,Soba,,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,10,215,,NULL,NULL,0,NULL,NULL,Celestino da Costa Brito,Celes,,,NULL,"Baucau ",,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
929,626,15/11/2022,PS. Boleha,TLS0500170,156,5,-1,,,Soba,,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,10,215,,NULL,NULL,0,NULL,NULL,Celestino da Costa Brito,Celes,,,NULL,"Baucau ",,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,1,231,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
930,672,15/11/2022,Loidahar,TLS0500171,156,5,-1,,,Loidahar,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
931,607,15/11/2022,Radiology,TLS0300057,234,3,-1,,,Dili,,76779648,NULL,,-1,NULL,,NULL,-1,50000,100,-1,-1,,10,215,,NULL,NULL,8,NULL,11/16/2022 3:00:50 AM,Patricio De Jesus,Patricio de jesus,,,NULL,Dili,,08:00,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,10,0,0,NULL,0,NULL,0,0,1,0,-1,616,NULL,-1,-1,,0,0.00,,NULL,08:00,17:00,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
932,626,15/11/2022,PS. Atelari,TLS0500172,156,5,-1,,,"Atelari ",,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,10,215,,NULL,NULL,0,NULL,NULL,Celestino da Costa Brito,"Celes ",,,NULL,Baucau,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
933,673,15/11/2022,Lauhata,TLS0500173,156,5,-1,,,Lauhata,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
934,673,15/11/2022,Mota-ulun,TLS0500174,156,5,-1,,,Mota-ulun,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,4,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,4,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
935,679,08/12/2022,"Laboratorio ",TLS0500175,156,5,-1,,,"Soibada ",,+670 78326244 / 76651753,1,cesaltinosoares8@gmail.com,140,NULL,,NULL,-1,1500,0,-1,-1,,2,215,,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Yes,,,NULL,Manatuto,,8,08/12/2022,NULL,131,NULL,NULL,NULL,NULL,2,0,0,NULL,0,NULL,0,0,1,0,-1,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
936,679,15/11/2022,P.S Manu Fahi Ki'ik,TLS0500176,156,5,-1,,,Soibada Manu Fahi Ki'ik,,78326244,1,cesaltinosoares@gmail.com,140,NULL,,NULL,-1,1500,0,-1,-1,,4,215,Presija Mantein Koidado Ekipamentos Medicos.,NULL,NULL,0,NULL,NULL,Cesaltino Soares,Cesaltino Soares,,,NULL,Manatuto,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,3,0,0,NULL,0,NULL,0,0,1,1,231,683,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
937,673,15/11/2022,Ulmera,TLS0500177,156,5,-1,,,Ulmera,,77945938,NULL,,-1,NULL,,NULL,-1,2500,0,-1,-1,,5,215,,NULL,NULL,0,NULL,NULL,Mario M. de Jesus,mario madeira de jesus,,,NULL,liquica,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,679,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
938,626,15/11/2022,PS. Sagadate,TLS0500178,156,5,-1,,,Sagadate,,77468989,1,,140,NULL,,NULL,-1,2500,0,-1,-1,,10,215,,NULL,NULL,0,NULL,NULL,Celestino da Costa Brito,Celes,,,NULL,Baucau,,8,15/11/2022,NULL,131,NULL,NULL,NULL,NULL,5,0,0,NULL,0,NULL,0,0,1,0,0,631,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
939,683,15/11/2022,Maternidade,TLS0500179,120,5,-1,,,Manufahi,,78030491,NULL,,-1,NULL,,NULL,-1,2000,0,-1,-1,,6,215,,NULL,NULL,8,NULL,NULL,Sofiano Serebere Lopes,3,,,NULL,Manufahi,,8,15/11/2022,NULL,-1,NULL,NULL,NULL,NULL,6,0,1,NULL,0,NULL,0,0,1,1,231,690,NULL,-1,-1,,0,0.00,,NULL,,,0.00,0.00,NULL,NULL,,,NULL,0,NULL,0
